509,1957086150,positive,awwww  i never noticed this http://bit.ly/RConp
518,1957088179,happiness,"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot"
520,1957088340,positive,"@miss_cheryl Lucky, now I want to teleport"
524,1957089386,relief,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
525,1957089465,happiness,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam"
531,1957090493,surprise,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.
534,1957091075,positive,FC is finally up again. it's about time. i hate that this keeps happening
542,1957092921,surprise,Extremly deep
543,1957093069,happiness,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.
544,1957093096,enthusiasm,one week till exam block
548,1957093807,positive,Leno's last show was tonight.  I like him better than Conan.
554,1957095452,surprise,@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!
558,1957096447,positive,@ddlovato july... too long
560,1957097329,surprise,@astynes Me too.  Wonder if Mnet will show it...
562,1957097730,enthusiasm,@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting
578,1957101953,happiness,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year
588,1957103842,happiness,"Friday yay!! And a bonus, don't have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride"
592,1957104795,surprise,I cant use my blackberry today. This sucks.
593,1957104830,enthusiasm,Q: what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy
602,1957106752,positive,waiting to get picked up!
605,1957107599,surprise,lol i cant drink!!
606,1957107658,surprise,"if bill compton has wii, why can't he have twitter?"
619,1957111643,love,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt
623,1957112696,relief,@charlieboy808 thanks for the rt and sorry about your new place with the domestics
624,1957112843,happiness,"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me"
629,1957113346,happiness,"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it"
631,1957113687,relief,@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans
646,1957116742,surprise,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !
647,1957116748,surprise,Just saw a fox!  as i was getting on the freeway... I hope it goes home
649,1957117050,surprise,recapping on britains got talent. britain seems more talented than america
651,1957117458,love,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite"
658,1957119110,fun,@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..
660,1957119780,love,"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick"
673,1957122354,surprise,FINALLY...the internet is up. The server is down in Phoenix and it was fucked up.
677,1957123048,happiness,@UniqueMakis Awesome! Wish I could fly out to see her
679,1957123350,relief,@nawid nope  het is LOST&amp;found he ;-)
682,1957123747,love,"@heresmyhello92 LOL, very true. Maybe next year. I loooved that siggy, and I don't remember what the password for the mod thing was  Cake?"
686,1957124444,fun,@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss
687,1957125420,positive,Loving lil ken and absolutely dreading saying goodbye in less than a week
696,1957127234,love,Hahaha! Alright  ..
698,1957128448,happiness,someone take me to LA  I NEED TO SEE THE LEMON TREE
701,1957128989,surprise,Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?
702,1957129191,love,wants see my friends  ;-) http://plurk.com/p/wxnwa
704,1957129667,positive,L.A. said &quot;wipe the slate clean&quot; before the jelly!
705,1957130105,happiness,"@hiracdelest who's the one always working now?  oh yeah, still me."
712,1957131642,happiness,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.
718,1957132647,surprise,"@pastorpeterko Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we're behind."
721,1957133192,surprise,"aku kbangun gara2 mimpi @manyolitha, very bad dream"
722,1957133461,positive,4 more followers.. follow me and I'll love you!! *pouts* Please?
727,1957134278,fun,My BFF rocking Hotel California now. No @NKOTB songs!  done stay the same. What's next? Hmmm.. Careless whisper!
732,1957135265,love,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!
739,1957136998,enthusiasm,Counting the minutes when my dad's g-friend is leaving
742,1957137171,enthusiasm,@leopardqueen @seekinspiration Have fun! I miss you guys a lot!
745,1957138437,positive,@daveg38 yeah work today  never mind only one day then sun sun sun....
749,1957139668,positive,anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol
765,1957143180,positive,And then you find out today they had there first kiss! }
777,1957145546,enthusiasm,I am going to die tomorrow night.  @emilazy should be here.
780,1957145833,positive,@curligirl morning hon. what you having for breakfast? I cant decide
782,1957146159,positive,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks
784,1957146502,love,big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho
793,1957147618,relief,@colstewart You're cycling tho' that's good. Healthy eating  Healthy and eating are a contradiction in terms.
795,1957147665,love,"@daveockun I hate you , Fleetwood is my favorite band...I'm so jealous  ok I still love you haha"
796,1957147848,surprise,So wish the Carlton game was on live  stupid channel 7 lol.
800,1957148955,love,i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent @yellowshirts
803,1957149170,happiness,@Sashairene hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that
809,1957150281,fun,@BriannaBanshee such a dissapointment  hhaha
819,1957151886,fun,"creeped it up at the ice cream social! good times. lars and the real girl, such a sad movie"
824,1957153131,enthusiasm,"@drewseeley hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there"
843,1957157433,surprise,Wow. That hurt way worse than i thought it would.
845,1957157790,positive,@MsAKAtainment I know right  but hopefully something comes up though
848,1957158560,positive,@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!
863,1957161380,love,I wish I was going to we love sounds
868,1957162894,surprise,No churchill downs for me tomorrow
872,1957163172,surprise,Bahh the police ended the party @ 5!!  Just when i was starting....
875,1957164444,surprise,@Jordalynn omg you've never seen 'the Ring' its a creppy ass movie
876,1957164542,surprise,mannnn..... @alllyy_ got an iphone!!! im jealous....
877,1957164607,love,@kirstiealley funny u havent showed me any love yet at all
879,1957165693,love,@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still cute
880,1957165874,positive,@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby
883,1957166454,surprise,Josh just called me a big bucket of ugly  wish me luck for my audition tweets!
885,1957166935,surprise,@future_perfect I'm trying to self learn photoshop but it's not going so well!
894,1957168874,positive,"@regent_lord Aww, you should've YouTubed it."
896,1957169086,surprise,"@desdoulas Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn't, darnitt,"
898,1957169154,positive,Will miss nostalgia ... everyone please kick tushar
908,1957171745,fun,was playing street fighter IV and Seth Raped me
910,1957172370,surprise,FUCK wasting deodorant... i aint goin no where... i aint havin company  let me funk it to ya!
919,1957174335,surprise,OUCH! my earphones just shocked me
929,1957176189,love,"@jamasweetie06 see...u shouldn't be comin' 4 the city, u should be comin' 4 me"
932,1957177248,happiness,"@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1"
937,1957179157,enthusiasm,boring. i wanna go for taekwando
938,1957179475,enthusiasm,Watching Leno for the second to last time on the Tonight Show
943,1957181030,love,"I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now"
944,1957181400,positive,@JWess awww  ok lol hopefully by than im still here and not back over in the states
971,1957188904,surprise,Bah I don't think @bing's FB fan page will get to 7500
974,1957189228,love,@markiti The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i'll be home around 7 pm!!!  Xxx
981,1957190628,love,@mattpro13 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya xx
983,1957190983,surprise,"It's fucking cold here north now! It was like 77 DF yesterday where I was, here it's 37,4"
984,1957191024,happiness,Are u missing ur frnds ? Hear to &quot;Manasellaam &quot; From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!
989,1957191924,surprise,Dogs eyes seem bad. Just forked out on new washing machine so why not a vets bill to top it off eh?!?!
996,1957192594,fun,must clear out my DVR... getting rid of it tomorrw.
1003,1957194329,happiness,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL
1011,1957195455,happiness,so carlie came over and she fell asleep on me
1016,1957196056,love,"Trying to learn how to do this &quot;twitter&quot; thing... I'll get there. Welcome to all my followers, though Im not that interesting"
1017,1957196074,positive,@mrskutcher just checked library website and girl with dragon tattoo is checked out
1018,1957196203,surprise,"@movewithme lol ik they are, but i figure i've kept it for a year+ without needing virus software or to get it fixed  sigh"
1024,1957198077,relief,"Off work, trying to relax for about 30 mins before I've gotta go back to sleep"
1033,1957199368,happiness,"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!"
1034,1957199401,surprise,Where is my bestie when i need him @iAmcertiPHIed
1037,1957200791,positive,just got home after killing a possum
1040,1957202373,fun,@Jukie_08 hell yeah! i missed u last nite  lol do u like my opinion?
1044,1957203110,happiness,@allyycase suuure
1045,1957203255,positive,@anshprat yahoo maps! lots more to desire #yahoo
1059,1957206274,surprise,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc... I still can't believe they won't renew TSCC
1061,1957206343,positive,@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.
1063,1957206634,love,@craftjoshua I CAN'T!!! My heart aches for her children  I wanna adopt alexis
1064,1957206666,love,@TicketChoice lunch was going home to rest...not well today
1070,1957207781,enthusiasm,Only one more day of Jay Leno  que sad!
1077,1957209188,happiness,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!
1078,1957209385,enthusiasm,Good morning my sexy twitter how's yall doing??? I'm gd but it's like 7:49am n I still wanna sleep
1080,1957210815,surprise,@FriendlyFetus cause they changed man....
1083,1957211192,happiness,"up early again  loads to do- but the suns out, hurrah!"
1087,1957213189,happiness,@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.
1101,1957216783,fun,i wish i was at @angelcore's burning trees and trying on dresses...
1102,1957216827,fun,I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started.
1116,1957219315,relief,@KevinDavis1914  .... It was just alriiightt
1118,1957220804,love,i wanna be love drunk
1125,1957223703,happiness,@ColeDavid had  a little family party tonight   hope it rocked
1127,1957223957,relief,"@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss."
1130,1957224476,surprise,"My Pandora is hitten hard, why can't real radio play great music like this"
1132,1957225139,relief,@kimberlymdg I had fun tonight! I'll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!
1134,1957225620,surprise,Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!
1137,1957226828,positive,"@Wolfie85 @christelmcr Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D"
1140,1957227155,positive,Just finished watching &quot;Marley and Me&quot;
1141,1957227285,relief,@DHughesy ME! I wanted to go.
1143,1957227657,surprise,@hudaaaa eeeeeeeeeeeeee i jealous sia i didnt get to seee
1146,1957228023,surprise,arrrgh. i'm bored. so bored. there's nothing to do except slouch at the computer all day long.
1148,1957228264,positive,"Nina was on my lap, but just decided to jump off"
1155,1957229627,surprise,"@mandy2610 and @esko yea, just confirmed that this game indeed is already patched...  LOL guess you'll have to help me tomorrow ;)"
1156,1957230190,love,@MaritessDeLeon aww tessy wanna hug?
1160,1957230570,love,just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED
1167,1957232185,love,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough
1168,1957232619,fun,is it unny today or not? taking too long to decide haha. i wna get a tan
1169,1957233257,surprise,Gonna go watch Shorty Street &amp; then prison break marathon then bed maybe. Nobodies texting me!
1176,1957235177,surprise,"gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   &lt;3"
1178,1957236446,surprise,wow i have no friends on twitter
1180,1957236960,positive,Jay Leno has one more show left as the host of The Tonight Show
1184,1957237641,positive,@TLuke08  sometimes going and doing other stuff cures that
1186,1957238059,love,@Snuva Mmmmmm I love curry. Don't have an Oregan though.
1188,1957238377,positive,..i graduate today
1196,1957239665,relief,@delta_goodrem should updatd her twitter
1209,1957242975,love,wth is happening with my neck. this is definitely not stiff neck :|
1210,1957243017,love,Looking at old pictures... I love it &amp; miss the good ol days
1213,1957243516,surprise,@Katarinea Oh wow  ouch...
1214,1957243682,positive,"Summer is about to end.  For some, it's just about to start. Hahah."
1219,1957245122,surprise,@ruthchu wat the! you were in riverside??
1220,1957245151,positive,@CHARITY_GANT popularity contest and they think twitter will help.... and it's become trendy
1224,1957245904,fun,"I just watched 7 pounds, maaaannnnnnnnn!"
1229,1957247325,love,Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.
1237,1957249003,relief,"missed all the awesome weather, because she was in a movie!"
1247,1957251669,fun,so much fun at the beach today!  and delicious dinner at @kimbononowowo's house!! i friggin love Mark and Josh!! I'm gonna miss them!!
1249,1957252101,relief,just got back from school.  SHEMMS!! Summer class has been officially ended.  http://plurk.com/p/wxsgy
1256,1957255401,surprise,@sydthekid why are you sad?!
1261,1957257295,happiness,I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...
1264,1957259101,love,@cheri two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.
1266,1957259752,happiness,hahaha yeah i see that. but he can't twitter me back
1268,1957259916,relief,off to my Psychology class.
1276,1957262114,happiness,Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.
1279,1957262854,relief,#thingsmummysaid You need to learn to wash dishes and do laundry because I won't always be here to do them for you. She was right
1283,1957264031,love,@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...
1291,1957265858,enthusiasm,i want candy!!!
1298,1957266491,surprise,@niccoqp I miss going to EK every summer &amp; christmas vaca  Take me there!
1302,1957267963,surprise,they shot him  he was still alive too...
1307,1957269286,positive,... Money money money...      http://twitpic.com/664uz
1314,1957271702,surprise,@runhipporun just took the Terminator trilogy :-D but what I need is actually TV series and I still can't find anything tempting
1315,1957272236,love,wishing i had marvelous misadventures of flap jack on DVD
1316,1957272611,love,@MitchBenn Waah! You were in Aberdeen? F**K why do I miss all the best gigs?!
1321,1957273826,enthusiasm,Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won't deliver to Zimbabwe
1324,1957275627,happiness,@assembled ive been there before  haha
1329,1957277190,surprise,"Oops, they don't open until 9am"
1336,1957278650,happiness,"i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better"
1346,1957282070,surprise,@valdivia1 what about me?
1348,1957282467,relief,@redframer123 I think they make you turn your phones off  I'll see what I can do!
1352,1957283025,relief,@oxygen8705 aww ty! s'just a bummer watching conversations
1356,1957284360,happiness,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight"
1357,1957284576,love,"oooooh!  this guy is so amazing, he's so cute, and he sent me a photo!  and no...i can't show"
1360,1957285346,enthusiasm,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn't subtract the pic URL from the 140 character limit
1363,1957286264,positive,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09
1365,1957287189,positive,Brake time!! Nothing for lunch. Tonite.
1367,1957287436,relief,Aw. The sky is weeping.
1381,1957290577,surprise,"NOOOOO! serena and darrian don't remember each other, and i've been waiting all day to see them confess their love"
1386,1957291550,surprise,@bskeete87 THEN Y R U LEAVN???? STAY!?
1387,1957291614,surprise,"@destinyeyes i'm sorry! lol i have never had, like, actual time to spend there unfortunately. everything's always been INSANE when i go"
1390,1957292590,fun,@OXtravaganza and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.
1393,1957293082,surprise,"@Potato_Chip That's right! I totally forgot. Might not be till August, though    Have a great summer!!"
1405,1957297096,love,"@LMA_xo My daddy lives in Manchester, I love it there :-D HULL?! :O bitch! I have a mate there and I wanna go"
1407,1957297725,positive,the physical. It's coo now i know. Just lettin off some steam.
1412,1957299195,love,There is something wrong with me! I'm so tired I can barely keep my eyes open. Yet all I've done for the last 3hrs is toss &amp; turn in bed
1416,1957299984,surprise,I was awake until 12:45am then my mum turned the internet off so i couldnt watch the @jonasbrothers live chat i was ccrying i was sad
1424,1957301684,love,I really wanted to watch Mary Poppins and sing along.
1426,1957301854,surprise,???-?? ? youtube ? ????
1430,1957302602,happiness,@captainboots  YOU'RE FAKING IT! Hahaha...I kid.
1433,1957303384,surprise,@mzstokes No twitpic?  lol
1434,1957303396,positive,@Joseph_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4
1435,1957303620,surprise,@DSTROYR @RockDaMullet awwww i have no internet right now....  -drummer boi
1446,1957307429,love,@kellanator I don't mind Sam. But I liked Kate more.  I don't like Chris. He's smarmy.
1450,1957308753,love,aw. nick got his heart broken.  poor baby. i love you!
1460,1957312495,happiness,@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb
1462,1957312851,relief,shattered! PWG botched his hybrid dolphin shirt order and sent him xl
1466,1957313260,happiness,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.
1467,1957313297,surprise,"Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing"
1468,1957314023,surprise,aw got orthodontist today
1473,1957316186,positive,I was rooting for Betty.
1490,1957319044,fun,@TerrenceJ106  aww-that's my last one. Roo-Oop
1491,1957319291,fun,@ghozali actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously
1494,1957320104,happiness,Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn't like the fax part
1495,1957320171,happiness,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer
1497,1957320720,positive,@Fasn8nUrMind ima goodgirl I'm not down with takin advantage
1505,1957322446,surprise,my cheeeks hurt so bad. what happened!?
1509,1957323292,love,@thomasfiss i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?
1518,1957327322,surprise,@kim_flores aww i don't! i guess that's why it doesnt  (blackberrymessenger)
