1957065570,relief,"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward..."
1957066701,enthusiasm,I want another tatt
1957067779,enthusiasm,"So, I need to make a lot of money tomorrow"
1957072400,love,Pug just woke me from an incredible sleep!
1957072637,love,@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!
1957073668,enthusiasm,@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun
1957075268,happiness,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol
1957076450,love,there's really no android twitter app of Tweetie's calibre
1957079355,fun,"i should be finished.... but i'm not.  color drawing, here i come."
1957083084,love,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now"
1957086137,happiness,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!"
1957088179,happiness,"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot"
1957089386,relief,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
1957089465,happiness,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam"
1957093069,happiness,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.
1957093096,enthusiasm,one week till exam block
1957097730,enthusiasm,@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting
1957101953,happiness,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year
1957103842,happiness,"Friday yay!! And a bonus, don't have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride"
1957104830,enthusiasm,Q: what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy
1957111643,love,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt
1957112696,relief,@charlieboy808 thanks for the rt and sorry about your new place with the domestics
1957112843,happiness,"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me"
1957113346,happiness,"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it"
1957113687,relief,@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans
1957117458,love,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite"
1957119110,fun,@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..
1957119780,love,"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick"
1957123048,happiness,@UniqueMakis Awesome! Wish I could fly out to see her
1957123350,relief,@nawid nope  het is LOST&amp;found he ;-)
1957123747,love,"@heresmyhello92 LOL, very true. Maybe next year. I loooved that siggy, and I don't remember what the password for the mod thing was  Cake?"
1957124444,fun,@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss
1957127234,love,Hahaha! Alright  ..
1957128448,happiness,someone take me to LA  I NEED TO SEE THE LEMON TREE
1957129191,love,wants see my friends  ;-) http://plurk.com/p/wxnwa
1957130105,happiness,"@hiracdelest who's the one always working now?  oh yeah, still me."
1957131642,happiness,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.
1957134278,fun,My BFF rocking Hotel California now. No @NKOTB songs!  done stay the same. What's next? Hmmm.. Careless whisper!
1957135265,love,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!
1957136998,enthusiasm,Counting the minutes when my dad's g-friend is leaving
1957137171,enthusiasm,@leopardqueen @seekinspiration Have fun! I miss you guys a lot!
1957145546,enthusiasm,I am going to die tomorrow night.  @emilazy should be here.
1957146502,love,big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho
1957147618,relief,@colstewart You're cycling tho' that's good. Healthy eating  Healthy and eating are a contradiction in terms.
1957147665,love,"@daveockun I hate you , Fleetwood is my favorite band...I'm so jealous  ok I still love you haha"
1957148955,love,i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent @yellowshirts
1957149170,happiness,@Sashairene hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that
1957150281,fun,@BriannaBanshee such a dissapointment  hhaha
1957151886,fun,"creeped it up at the ice cream social! good times. lars and the real girl, such a sad movie"
1957153131,enthusiasm,"@drewseeley hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there"
1957161380,love,I wish I was going to we love sounds
1957164607,love,@kirstiealley funny u havent showed me any love yet at all
1957165693,love,@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still cute
1957171745,fun,was playing street fighter IV and Seth Raped me
1957176189,love,"@jamasweetie06 see...u shouldn't be comin' 4 the city, u should be comin' 4 me"
1957177248,happiness,"@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1"
1957179157,enthusiasm,boring. i wanna go for taekwando
1957179475,enthusiasm,Watching Leno for the second to last time on the Tonight Show
1957181030,love,"I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now"
1957189228,love,@markiti The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i'll be home around 7 pm!!!  Xxx
1957190628,love,@mattpro13 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya xx
1957191024,happiness,Are u missing ur frnds ? Hear to &quot;Manasellaam &quot; From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!
1957192594,fun,must clear out my DVR... getting rid of it tomorrw.
1957194329,happiness,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL
1957195455,happiness,so carlie came over and she fell asleep on me
1957196056,love,"Trying to learn how to do this &quot;twitter&quot; thing... I'll get there. Welcome to all my followers, though Im not that interesting"
1957198077,relief,"Off work, trying to relax for about 30 mins before I've gotta go back to sleep"
1957199368,happiness,"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!"
1957202373,fun,@Jukie_08 hell yeah! i missed u last nite  lol do u like my opinion?
1957203110,happiness,@allyycase suuure
1957206634,love,@craftjoshua I CAN'T!!! My heart aches for her children  I wanna adopt alexis
1957206666,love,@TicketChoice lunch was going home to rest...not well today
1957207781,enthusiasm,Only one more day of Jay Leno  que sad!
1957209188,happiness,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!
1957209385,enthusiasm,Good morning my sexy twitter how's yall doing??? I'm gd but it's like 7:49am n I still wanna sleep
1957211192,happiness,"up early again  loads to do- but the suns out, hurrah!"
1957213189,happiness,@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.
1957216783,fun,i wish i was at @angelcore's burning trees and trying on dresses...
1957216827,fun,I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started.
1957219315,relief,@KevinDavis1914  .... It was just alriiightt
1957220804,love,i wanna be love drunk
1957223703,happiness,@ColeDavid had  a little family party tonight   hope it rocked
1957223957,relief,"@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss."
1957225139,relief,@kimberlymdg I had fun tonight! I'll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!
1957227285,relief,@DHughesy ME! I wanted to go.
1957230190,love,@MaritessDeLeon aww tessy wanna hug?
1957230570,love,just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED
1957232185,love,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough
1957232619,fun,is it unny today or not? taking too long to decide haha. i wna get a tan
1957238059,love,@Snuva Mmmmmm I love curry. Don't have an Oregan though.
1957239665,relief,@delta_goodrem should updatd her twitter
1957242975,love,wth is happening with my neck. this is definitely not stiff neck :|
1957243017,love,Looking at old pictures... I love it &amp; miss the good ol days
1957245904,fun,"I just watched 7 pounds, maaaannnnnnnnn!"
1957247325,love,Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.
1957249003,relief,"missed all the awesome weather, because she was in a movie!"
1957251669,fun,so much fun at the beach today!  and delicious dinner at @kimbononowowo's house!! i friggin love Mark and Josh!! I'm gonna miss them!!
1957252101,relief,just got back from school.  SHEMMS!! Summer class has been officially ended.  http://plurk.com/p/wxsgy
1957257295,happiness,I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...
1957259101,love,@cheri two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.
1957259752,happiness,hahaha yeah i see that. but he can't twitter me back
1957259916,relief,off to my Psychology class.
1957262114,happiness,Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.
1957262854,relief,#thingsmummysaid You need to learn to wash dishes and do laundry because I won't always be here to do them for you. She was right
1957264031,love,@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...
1957265858,enthusiasm,i want candy!!!
1957272236,love,wishing i had marvelous misadventures of flap jack on DVD
1957272611,love,@MitchBenn Waah! You were in Aberdeen? F**K why do I miss all the best gigs?!
1957273826,enthusiasm,Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won't deliver to Zimbabwe
1957275627,happiness,@assembled ive been there before  haha
1957278650,happiness,"i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better"
1957282467,relief,@redframer123 I think they make you turn your phones off  I'll see what I can do!
1957283025,relief,@oxygen8705 aww ty! s'just a bummer watching conversations
1957284360,happiness,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight"
1957284576,love,"oooooh!  this guy is so amazing, he's so cute, and he sent me a photo!  and no...i can't show"
1957285346,enthusiasm,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn't subtract the pic URL from the 140 character limit
1957287436,relief,Aw. The sky is weeping.
1957292590,fun,@OXtravaganza and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.
1957297096,love,"@LMA_xo My daddy lives in Manchester, I love it there :-D HULL?! :O bitch! I have a mate there and I wanna go"
1957299195,love,There is something wrong with me! I'm so tired I can barely keep my eyes open. Yet all I've done for the last 3hrs is toss &amp; turn in bed
1957301684,love,I really wanted to watch Mary Poppins and sing along.
1957302602,happiness,@captainboots  YOU'RE FAKING IT! Hahaha...I kid.
1957307429,love,@kellanator I don't mind Sam. But I liked Kate more.  I don't like Chris. He's smarmy.
1957308753,love,aw. nick got his heart broken.  poor baby. i love you!
1957312495,happiness,@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb
1957312851,relief,shattered! PWG botched his hybrid dolphin shirt order and sent him xl
1957313260,happiness,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.
1957319044,fun,@TerrenceJ106  aww-that's my last one. Roo-Oop
1957319291,fun,@ghozali actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously
1957320104,happiness,Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn't like the fax part
1957320171,happiness,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer
1957323292,love,@thomasfiss i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?
1957329151,happiness,@tifftiff88 what don't be sad?  Be glad. Your 21
1957335162,fun,@kevindavis1914 @taylorblack said no  ...she'll b @ home in 5mins to tweet u lol
1957339420,love,Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.
1957340145,happiness,Goodmorning yall! I woke up to early
1957341357,relief,Done with my drew and jayk handmade gifts now watching old menudo vids
1957342606,fun,i really want a blackberry  my sidekick is hella wack. night
1957343450,enthusiasm,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7"
1957346788,love,kewl the JB chat was awesome. I had to miss lots of it though cause i had 2 go 2 skewl
1957347193,fun,Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Russel Brand's Ponderland
1957351140,happiness,@SharktailYPP The red font up the top is very nice. But where did they put all the old entries?
1957351242,fun,EXPECTO PATRONUM!!! ----- nothing happens..
1957355196,relief,"Bout 2 lay iit down, got a head ache   @niariley we hangin tomorrow idont care wat u say lol..soooo dm me ur # &amp; imma hit u tomorrow k ;)"
1957356105,love,"@marjorielu MISS YOU, TOO!"
1957356574,relief,@trinsgarcia Yeah I`m okay. I couldn`t breathe for like 7 seconds.  I thought I was gonna die. Hahaha
1957357361,happiness,@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?
1957359624,happiness,I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!
1957359653,happiness,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though"
1957360852,happiness,"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!"
1957363721,relief,"@AroundHarlem that reminds me, i need to pick up a mask 2mrw. Thanks  I prefer not to take meds because i will b addicted"
1957371316,relief,on that note - i do not feel missed.
1957375661,happiness,Is dreading going to work  BUT....its friiiiiday!! whoop!!!
1957378234,relief,"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY."
1957379307,fun,Walking to work on a gloriously sunny day. Going to be a good weekend in which I will burn as always even with suncream on  #fb
1957385704,happiness,I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*
1957386633,fun,@joanne7964 yeah I was like oh oh oh yeah that's it but then she said no  lol bummer
1957387122,love,@mimiwinfrey i wish i could find my camera cause i really wanna record some too...
1957387163,happiness,"@rettema &quot;might be interested&quot; - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y"
1957388131,enthusiasm,"worked out tonight, had to work off the Cheesecake I ate todAY. To all the pple who are on a diet.. DON'T QUIT! It's not worth it"
1957389794,fun,@ThatPaigeKid haha so your having father daugter bonding time? Lol anyways I g2g work get on msn later I'll be bored  x
1957391560,love,I love music so much that i've gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much
1957393560,love,"All this talk of buttershots has me wanting some!  Maybe I'll have a small bit over ice, I haven't had any since faire."
1957394130,love,@westonbuck i want a zune but i looove my pod  hahah
1957396566,love,"standing here open hands and i know i can't do this alone hold on, hold on, baby, hold on...geeez"
1957398625,relief,@melkoo If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.
1957403939,fun,@amyypee LOL i know! i only get to read it sometimes though cos my dad always chucks it out before he gets home
1957409145,love,"@LishaKatherine i hope your doing great! I, your friends, and california miss you!!!"
1957412151,happiness,"@sueveeyall Haha, I wish I could"
1957412562,happiness,"Warwick Castle http://snurl.com/izzau Amazing!  Off to Devon for a week...no internet, no updates"
1957413675,enthusiasm,@ScottRhodie I wanna be drinking at the pub
1957415150,enthusiasm,"Up early this morning, first to portmeirion then home"
1957415182,fun,@DoeMarley SOMEBODY ACTUALLY TOLD ME THAT!!  LOL
1957421654,happiness,good morning people !! in good old germany is it soooo cold
1957422689,happiness,@sunnyphoenix there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud
1957422951,relief,just fed three very hungry stray kitties three cans or tuna. i hope they stay warm and safe tonight
1957424442,relief,is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12
1957429148,love,im gonna go to bed alone again.  Sad day for me. but itll get better.
1957432228,enthusiasm,"Getting ready for work and the sun is shining, plus it's the w/e! Bgt tonight..... what am I gonna do after it's finished?!"
1957433155,relief,Cape Town was spitting all morning - now that im behind this desk; the sun comes out...perfect timing
1957434460,relief,Ahh feels good to have played guitar hero after months! I suck at it now but  haha
1957436693,happiness,wishes she would call him ...   *hc*
1957439470,love,@soscandalous love you ::hugs:but i'm not seeing anything...wondering if i'm doing something wrong)
1957440197,enthusiasm,@gnoserif FANTASTIC IDEA.. you the man! but I'll end up all lonely when the tourist goes home
1957445404,love,"@thoughtmecca still on track to move back, albeit in 2-3 years.  However, my buddy Jen is now moving with me, so we're on a FAST track!"
1957445896,love,Ok so I did shed a few tears watching the preview for next weeks Medium. I'm so scared. I'm so addicted to this show. I love it
1957447369,happiness,"My life what a beautiful morning, i can think if no better way to ruin it than by being at work"
1957452090,relief,"Oopsie, the origami box I just made looks like a strawberry! should I be allowed to teach?"
1957453857,happiness,wish my nicky were home too
1957454380,love,"i really want to marry leighton meester. damn, can`t take my eyes of her."
1957455328,happiness,hmm..Osaka. Last show today.Very sad  . i can decode ur msg ;) haha cant wait till u get 2 Sydney ;D i missed out on tickets tho :o xx
1957460018,love,"@Jessicaveronica MARRRRRRRRRRY ME! &lt;3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you!"
1957461006,love,@Roberto958  awwww  thanks for follwin me thou. lol
1957463311,love,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke
1957463319,happiness,huhuhu still working to get new clients in motion graphics
1957464188,fun,Is constantly listening to the @Jonasbrothers song Fly with Me...b/c it's the cutest song...&quot;Peter Pan &amp; Wendy turned out fine&quot;
1957465483,love,slept all day.. lol. now time to start on my UN article.. what fun (: ...
1957467582,fun,"@sweetavalanche lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha"
1957467645,love,@SexyKellyC hey chocolate chips is good.  i want a snack too but i'm out of snacks.
1957467913,happiness,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels"
1957469948,happiness,@Lara82 Yeah  He was such a good..erm...entertainment )
1957474232,enthusiasm,@JustcallmeMac your making me jealous now  I want one! How long have u guys been married?
1957474409,fun,"http://twitpic.com/6661g - is on her last day at METRO magazine  Ta-ta, dream job. (PS: June issue out now. Czech it out!)"
1957475541,happiness,@mileycyrus I would totally take you to prom...if i hadnt already gone  sorry lol
1957476456,happiness,@RASHIDIAN Come hang out wif meeee
1957476811,happiness,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early
1957482102,fun,@twebbstack nuhhhh no info on ticketek yet  Heaps excited though! I dont care how much but I hope it isn't too much..
1957482294,love,im finally going home but didnt get to finish all my work  so ill be back tomorrow
1957482992,happiness,@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke
1957483655,relief,Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!
1957483776,love,"@sweetavalanche haha yeah i know  yeah, things are okay, pretty much the same. i'm slowly sorting things out.. exams are coming D: haha"
1957486984,fun,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete"
1957489791,happiness,@carocat Nooo  But hey you're back next week! Are you moving back for good?
1957489961,enthusiasm,can't tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn't cover it.  urgh
1957490410,enthusiasm,@katieclair88 You guys didn't call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!
1957490526,happiness,"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)"
1957495950,relief,Can't I just be a stay at home mom already
1957496048,relief,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png
1957496945,happiness,@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though
1957498577,happiness,I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!
1957500630,fun,@Knightpkf Yay! Thank you.. Feels like ur yelling at us   LOL
1957503296,love,I loved johnny carson now I'm going to hate seeing jay leno go  (via @womanschitchat) that's what I was waiting for someone to say!
1957503381,love,@diane4president visit si fr joemar dito bataan (frm camiguin) &amp; sum of my ofcmates&amp; i are supposed to meet him this saturday  can't luwas
1957504506,happiness,@NMaize Lucky Rob... always gettin' the T8's from Emalon
1957504642,fun,there are # days of summervac &amp; school comes along just 2 end it &amp; the annual problem of r generation is finding a good way 2 spend it!!
1957504984,love,@BK_II It's foggy here
1957505533,fun,@lesleyroy haha! nice! Have fun doll! Hopefully I'll see ya soon! I miss ur face!
1957506331,enthusiasm,Well I'm going to try and sleep now I have to be at work at 9 tomorrow  and then the weekend starts!!!!  http://myloc.me/1XTs
1957508197,fun,yummy chocolate cake..wish even i got one for my b'day!!   anybody listening???
1957508406,happiness,Going back to Manila this evening. All my trips to Cebu are so bitin.
1957508686,love,@albamayo...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx
1957511342,happiness,@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.
1957513178,enthusiasm,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.
1957514387,fun,@SplashAdams ill be alright but the whip may not
1957515026,fun,@kimberly__joy i feel like red lea now
1957516437,happiness,"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!"
1957516839,fun,Five o'clock can't come any faster
1957519801,enthusiasm,"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!"
1957520247,fun,Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it's 7 wks away  I want to go now!
1957520723,enthusiasm,I Need to get my friggin cameras cleand ASAP !!
1957521136,fun,@JBFutureboy lucky kid...i so wanna see loserville  pity im in oz....
1957521722,love,Friends! Come over and give me a massage  I can't sleep.
1957522630,relief,im very sorry.
1957523236,love,"@ddlovato july 21st!?? that means at your concert I won't know all the songs.  oh well, yay demi!! &lt;3"
1957523762,happiness,I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late
1957524669,happiness,"@mitch_400iso Me too, she was adorable and you could tell the pressure got to her."
1957528883,love,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight &lt;3
1957530722,love,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you good luck
1957533699,enthusiasm,"At work   leave for Berlin at 17:00 by car, will be a late arrival"
1957533813,happiness,@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings...
1957534934,love,I miss you sweetie!
1957535434,love,@AntBoogieWorld Wish you were coming to Australia &amp; New Zealand with the Sticky Tour Ant
1957537716,love,what a bummer that tomorrow is friday again!
1957538752,love,@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.
1957543295,love,"Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight"
1957544941,love,http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?
1957547323,relief,I am soooo  right now!
1957549337,love,All of you can have fun tweeting all day while im cleaning hair  LOL
1957552960,love,Summer is really ending. It's raining.
1957553456,happiness,This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ
1957557944,happiness,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny
1957562388,happiness,Sleep....take two....this better work!
1957563194,fun,"i didn't have fun at the club tonight, had a lot on my mind"
1957563297,love,"Oh Cr*p.... Here goes my head again, &quot;I'm Spinning Around&quot;"
1957574844,happiness,@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee
1957577074,relief,&quot; ...not academically of course. &quot; I miss him already
1957578654,relief,Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download
1957584973,happiness,@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D
1957586924,happiness,"Wow what a sunny day,  just recovering some erased files"
1957591739,happiness,is wondering where all her friends went...
1957591836,relief,I feel like flying off somewhere. It's been a month since my last trip...
1957594789,love,@melissaohh omg  when do they finish??
1957595567,happiness,@mangointhesky idk. The original is so great.
1957595665,relief,we are looking forward to daddy returning from work on Saturday. He's been gone a whole month
1957595785,happiness,Finishing Homework.  BOOO
1957596516,happiness,Football session after this.fun
1957596519,fun,"@Bass_ Heading off to Poole around 4ish, @LucyKD has some serious gardening to do before we go, no Tweetdeck til Sunday evening,"
1957597414,love,is not ready for school yet!!!  http://plurk.com/p/wy69d
